video_path,video_name,video_type,rt60,status
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00037/real.mp4,real.mp4,real,1.695,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00038/real.mp4,real.mp4,real,1.919,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00039/real.mp4,real.mp4,real,1.423,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00041/real.mp4,real.mp4,real,1.139,success
AVDeepfake1M_local/videos_subset_600/train/id00012/IYaT706uSpQ/00042/real.mp4,real.mp4,real,1.788,success
AVDeepfake1M_local/videos_subset_600/train/id00012/IYaT706uSpQ/00043/real.mp4,real.mp4,real,1.645,success
AVDeepfake1M_local/videos_subset_600/train/id00012/IYaT706uSpQ/00049/real.mp4,real.mp4,real,1.853,success
AVDeepfake1M_local/videos_subset_600/train/id00012/IYaT706uSpQ/00051/real.mp4,real.mp4,real,2.181,success
AVDeepfake1M_local/videos_subset_600/train/id00012/IYaT706uSpQ/00052/real.mp4,real.mp4,real,1.862,success
AVDeepfake1M_local/videos_subset_600/train/id00012/IYaT706uSpQ/00053/real.mp4,real.mp4,real,1.87,success
AVDeepfake1M_local/videos_subset_600/train/id00012/IYaT706uSpQ/00055/real.mp4,real.mp4,real,1.824,success
AVDeepfake1M_local/videos_subset_600/train/id00012/L5fo1OvuXIg/00057/real.mp4,real.mp4,real,1.094,success
AVDeepfake1M_local/videos_subset_600/train/id00012/L5fo1OvuXIg/00058/real.mp4,real.mp4,real,1.358,success
AVDeepfake1M_local/videos_subset_600/train/id00012/L5fo1OvuXIg/00060/real.mp4,real.mp4,real,1.032,success
AVDeepfake1M_local/videos_subset_600/train/id00012/L5fo1OvuXIg/00063/real.mp4,real.mp4,real,0.994,success
AVDeepfake1M_local/videos_subset_600/train/id00012/L5fo1OvuXIg/00064/real.mp4,real.mp4,real,1.158,success
AVDeepfake1M_local/videos_subset_600/train/id00012/L5fo1OvuXIg/00065/real.mp4,real.mp4,real,1.492,success
AVDeepfake1M_local/videos_subset_600/train/id00012/L5fo1OvuXIg/00066/real.mp4,real.mp4,real,1.603,success
AVDeepfake1M_local/videos_subset_600/train/id00012/O2jVZ--4vCk/00067/real.mp4,real.mp4,real,2.318,success
AVDeepfake1M_local/videos_subset_600/train/id00012/OuYBFCAc6GE/00068/real.mp4,real.mp4,real,1.982,success
AVDeepfake1M_local/videos_subset_600/train/id00012/OuYBFCAc6GE/00069/real.mp4,real.mp4,real,2.478,success
AVDeepfake1M_local/videos_subset_600/train/id00012/OuYBFCAc6GE/00072/real.mp4,real.mp4,real,1.83,success
AVDeepfake1M_local/videos_subset_600/train/id00012/OuYBFCAc6GE/00073/real.mp4,real.mp4,real,1.594,success
AVDeepfake1M_local/videos_subset_600/train/id00012/OuYBFCAc6GE/00075/real.mp4,real.mp4,real,1.693,success
AVDeepfake1M_local/videos_subset_600/train/id00012/OuYBFCAc6GE/00076/real.mp4,real.mp4,real,1.72,success
AVDeepfake1M_local/videos_subset_600/train/id00012/OuYBFCAc6GE/00078/real.mp4,real.mp4,real,1.601,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Pdni5zyZJYA/00080/real.mp4,real.mp4,real,1.807,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Pdni5zyZJYA/00082/real.mp4,real.mp4,real,1.564,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Pdni5zyZJYA/00085/real.mp4,real.mp4,real,1.606,success
AVDeepfake1M_local/videos_subset_600/train/id00012/UiPa-HfABJQ/00088/real.mp4,real.mp4,real,3.525,success
AVDeepfake1M_local/videos_subset_600/train/id00012/UiPa-HfABJQ/00089/real.mp4,real.mp4,real,1.83,success
AVDeepfake1M_local/videos_subset_600/train/id00012/UiPa-HfABJQ/00090/real.mp4,real.mp4,real,2.048,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00091/real.mp4,real.mp4,real,2.568,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00094/real.mp4,real.mp4,real,2.639,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00095/real.mp4,real.mp4,real,3.644,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00096/real.mp4,real.mp4,real,2.85,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00097/real.mp4,real.mp4,real,3.135,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00098/real.mp4,real.mp4,real,2.619,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00101/real.mp4,real.mp4,real,2.827,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00102/real.mp4,real.mp4,real,3.276,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00104/real.mp4,real.mp4,real,2.172,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00105/real.mp4,real.mp4,real,2.514,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00106/real.mp4,real.mp4,real,4.061,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00107/real.mp4,real.mp4,real,2.834,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00108/real.mp4,real.mp4,real,2.321,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Z-G8-wqpxwU/00109/real.mp4,real.mp4,real,2.658,success
AVDeepfake1M_local/videos_subset_600/train/id00012/_raOc3-IRsw/00110/real.mp4,real.mp4,real,1.573,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00115/real.mp4,real.mp4,real,2.366,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00116/real.mp4,real.mp4,real,3.253,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00117/real.mp4,real.mp4,real,3.3,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00118/real.mp4,real.mp4,real,3.129,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00119/real.mp4,real.mp4,real,2.834,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00120/real.mp4,real.mp4,real,2.603,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00121/real.mp4,real.mp4,real,2.696,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00122/real.mp4,real.mp4,real,3.517,success
AVDeepfake1M_local/videos_subset_600/train/id00012/aE4Om0EEiuk/00123/real.mp4,real.mp4,real,2.474,success
AVDeepfake1M_local/videos_subset_600/train/id00012/clK27q0FqLs/00124/real.mp4,real.mp4,real,2.765,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00126/real.mp4,real.mp4,real,1.375,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00128/real.mp4,real.mp4,real,1.541,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00129/real.mp4,real.mp4,real,1.402,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00130/real.mp4,real.mp4,real,1.437,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00131/real.mp4,real.mp4,real,1.417,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00132/real.mp4,real.mp4,real,1.475,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00137/real.mp4,real.mp4,real,1.181,success
AVDeepfake1M_local/videos_subset_600/train/id00012/dGBIDj-zRuU/00138/real.mp4,real.mp4,real,1.501,success
AVDeepfake1M_local/videos_subset_600/train/id00012/nRiPvNQ1GCQ/00140/real.mp4,real.mp4,real,1.263,success
AVDeepfake1M_local/videos_subset_600/train/id00012/nRiPvNQ1GCQ/00142/real.mp4,real.mp4,real,1.005,success
AVDeepfake1M_local/videos_subset_600/train/id00012/nRiPvNQ1GCQ/00143/real.mp4,real.mp4,real,1.186,success
AVDeepfake1M_local/videos_subset_600/train/id00012/nRiPvNQ1GCQ/00144/real.mp4,real.mp4,real,1.115,success
AVDeepfake1M_local/videos_subset_600/train/id00012/nRiPvNQ1GCQ/00145/real.mp4,real.mp4,real,1.03,success
AVDeepfake1M_local/videos_subset_600/train/id00012/nRiPvNQ1GCQ/00146/real.mp4,real.mp4,real,1.245,success
AVDeepfake1M_local/videos_subset_600/train/id00012/s7MiVWybRhg/00148/real.mp4,real.mp4,real,1.168,success
AVDeepfake1M_local/videos_subset_600/train/id00012/s7MiVWybRhg/00149/real.mp4,real.mp4,real,1.547,success
AVDeepfake1M_local/videos_subset_600/train/id00012/s7MiVWybRhg/00150/real.mp4,real.mp4,real,1.955,success
AVDeepfake1M_local/videos_subset_600/train/id00012/s7MiVWybRhg/00151/real.mp4,real.mp4,real,1.774,success
AVDeepfake1M_local/videos_subset_600/train/id00012/tqaasM16UxI/00153/real.mp4,real.mp4,real,2.847,success
AVDeepfake1M_local/videos_subset_600/train/id00012/uCBekiUm-rE/00158/real.mp4,real.mp4,real,1.245,success
AVDeepfake1M_local/videos_subset_600/train/id00012/uCBekiUm-rE/00160/real.mp4,real.mp4,real,1.595,success
AVDeepfake1M_local/videos_subset_600/train/id00012/uCBekiUm-rE/00161/real.mp4,real.mp4,real,1.664,success
AVDeepfake1M_local/videos_subset_600/train/id00012/uCBekiUm-rE/00162/real.mp4,real.mp4,real,1.39,success
AVDeepfake1M_local/videos_subset_600/train/id00012/yi_qz725MjE/00164/real.mp4,real.mp4,real,1.546,success
AVDeepfake1M_local/videos_subset_600/train/id00017/5MkXgwdrmJw/00002/real.mp4,real.mp4,real,2.325,success
AVDeepfake1M_local/videos_subset_600/train/id00017/7t6lfzvVaTM/00003/real.mp4,real.mp4,real,1.995,success
AVDeepfake1M_local/videos_subset_600/train/id00017/7t6lfzvVaTM/00005/real.mp4,real.mp4,real,1.132,success
AVDeepfake1M_local/videos_subset_600/train/id00017/7t6lfzvVaTM/00008/real.mp4,real.mp4,real,2.041,success
AVDeepfake1M_local/videos_subset_600/train/id00017/7t6lfzvVaTM/00009/real.mp4,real.mp4,real,1.791,success
AVDeepfake1M_local/videos_subset_600/train/id00017/7t6lfzvVaTM/00010/real.mp4,real.mp4,real,1.586,success
AVDeepfake1M_local/videos_subset_600/train/id00017/8_a6O3vdlU0/00013/real.mp4,real.mp4,real,2.766,success
AVDeepfake1M_local/videos_subset_600/train/id00017/8_a6O3vdlU0/00015/real.mp4,real.mp4,real,1.42,success
AVDeepfake1M_local/videos_subset_600/train/id00017/8_a6O3vdlU0/00018/real.mp4,real.mp4,real,3.353,success
AVDeepfake1M_local/videos_subset_600/train/id00017/8_a6O3vdlU0/00020/real.mp4,real.mp4,real,2.668,success
AVDeepfake1M_local/videos_subset_600/train/id00017/8_a6O3vdlU0/00021/real.mp4,real.mp4,real,2.604,success
AVDeepfake1M_local/videos_subset_600/train/id00017/ABlWCST1MPY/00022/real.mp4,real.mp4,real,2.472,success
AVDeepfake1M_local/videos_subset_600/train/id00017/ABlWCST1MPY/00023/real.mp4,real.mp4,real,2.668,success
AVDeepfake1M_local/videos_subset_600/train/id00017/ABlWCST1MPY/00024/real.mp4,real.mp4,real,2.377,success
AVDeepfake1M_local/videos_subset_600/train/id00017/AXAl9BX9-sQ/00025/real.mp4,real.mp4,real,1.612,success
AVDeepfake1M_local/videos_subset_600/train/id00017/AXAl9BX9-sQ/00026/real.mp4,real.mp4,real,1.979,success
AVDeepfake1M_local/videos_subset_600/train/id00017/E6aqL_Nc410/00028/real.mp4,real.mp4,real,1.218,success
AVDeepfake1M_local/videos_subset_600/train/id00017/KtadqxztRBk/00031/real.mp4,real.mp4,real,1.94,success
AVDeepfake1M_local/videos_subset_600/train/id00017/M6PYYNz3pac/00032/real.mp4,real.mp4,real,1.205,success
AVDeepfake1M_local/videos_subset_600/train/id00017/M6PYYNz3pac/00033/real.mp4,real.mp4,real,1.606,success
AVDeepfake1M_local/videos_subset_600/train/id00017/MuKhvYeekXU/00035/real.mp4,real.mp4,real,1.368,success
AVDeepfake1M_local/videos_subset_600/train/id00017/Nd3m-TBtp6A/00038/real.mp4,real.mp4,real,1.563,success
AVDeepfake1M_local/videos_subset_600/train/id00017/OLguY5ofUrY/00039/real.mp4,real.mp4,real,3.052,success
AVDeepfake1M_local/videos_subset_600/train/id00017/OLguY5ofUrY/00041/real.mp4,real.mp4,real,2.939,success
AVDeepfake1M_local/videos_subset_600/train/id00017/OLguY5ofUrY/00043/real.mp4,real.mp4,real,2.594,success
AVDeepfake1M_local/videos_subset_600/train/id00017/OLguY5ofUrY/00046/real.mp4,real.mp4,real,2.647,success
AVDeepfake1M_local/videos_subset_600/train/id00017/OLguY5ofUrY/00047/real.mp4,real.mp4,real,3.41,success
AVDeepfake1M_local/videos_subset_600/train/id00017/OLguY5ofUrY/00049/real.mp4,real.mp4,real,3.045,success
AVDeepfake1M_local/videos_subset_600/train/id00017/OLguY5ofUrY/00051/real.mp4,real.mp4,real,2.471,success
AVDeepfake1M_local/videos_subset_600/train/id00017/SFR_KWObD3o/00054/real.mp4,real.mp4,real,1.604,success
AVDeepfake1M_local/videos_subset_600/train/id00017/U7PMtQkYWo8/00060/real.mp4,real.mp4,real,1.569,success
AVDeepfake1M_local/videos_subset_600/train/id00017/U7PMtQkYWo8/00064/real.mp4,real.mp4,real,1.723,success
AVDeepfake1M_local/videos_subset_600/train/id00017/U7PMtQkYWo8/00066/real.mp4,real.mp4,real,1.697,success
AVDeepfake1M_local/videos_subset_600/train/id00017/U7PMtQkYWo8/00068/real.mp4,real.mp4,real,3.045,success
AVDeepfake1M_local/videos_subset_600/train/id00017/UGu7qDKCDd8/00071/real.mp4,real.mp4,real,1.757,success
AVDeepfake1M_local/videos_subset_600/train/id00017/UGu7qDKCDd8/00073/real.mp4,real.mp4,real,1.412,success
AVDeepfake1M_local/videos_subset_600/train/id00017/X9M79aB1RS4/00092/real.mp4,real.mp4,real,1.043,success
AVDeepfake1M_local/videos_subset_600/train/id00017/X9M79aB1RS4/00093/real.mp4,real.mp4,real,3.242,success
AVDeepfake1M_local/videos_subset_600/train/id00017/b5TvWN3x0HA/00096/real.mp4,real.mp4,real,2.245,success
AVDeepfake1M_local/videos_subset_600/train/id00017/b5TvWN3x0HA/00097/real.mp4,real.mp4,real,2.561,success
AVDeepfake1M_local/videos_subset_600/train/id00017/b5TvWN3x0HA/00098/real.mp4,real.mp4,real,2.019,success
AVDeepfake1M_local/videos_subset_600/train/id00017/ddLPBVSzuPs/00101/real.mp4,real.mp4,real,1.231,success
AVDeepfake1M_local/videos_subset_600/train/id00017/ddLPBVSzuPs/00103/real.mp4,real.mp4,real,3.529,success
AVDeepfake1M_local/videos_subset_600/train/id00017/gjYcaCzo7UU/00106/real.mp4,real.mp4,real,1.512,success
AVDeepfake1M_local/videos_subset_600/train/id00017/gjYcaCzo7UU/00107/real.mp4,real.mp4,real,1.538,success
AVDeepfake1M_local/videos_subset_600/train/id00017/gjYcaCzo7UU/00108/real.mp4,real.mp4,real,1.167,success
AVDeepfake1M_local/videos_subset_600/train/id00017/gjYcaCzo7UU/00110/real.mp4,real.mp4,real,1.621,success
AVDeepfake1M_local/videos_subset_600/train/id00017/gjYcaCzo7UU/00111/real.mp4,real.mp4,real,1.456,success
AVDeepfake1M_local/videos_subset_600/train/id00017/gjYcaCzo7UU/00112/real.mp4,real.mp4,real,1.737,success
AVDeepfake1M_local/videos_subset_600/train/id00017/gjYcaCzo7UU/00115/real.mp4,real.mp4,real,1.917,success
AVDeepfake1M_local/videos_subset_600/train/id00017/hcr4tT9y3xs/00117/real.mp4,real.mp4,real,1.967,success
AVDeepfake1M_local/videos_subset_600/train/id00017/iJOjkDq6rW8/00118/real.mp4,real.mp4,real,1.933,success
AVDeepfake1M_local/videos_subset_600/train/id00017/iJOjkDq6rW8/00124/real.mp4,real.mp4,real,1.426,success
AVDeepfake1M_local/videos_subset_600/train/id00017/iJOjkDq6rW8/00126/real.mp4,real.mp4,real,2.089,success
AVDeepfake1M_local/videos_subset_600/train/id00017/iJOjkDq6rW8/00128/real.mp4,real.mp4,real,3.486,success
AVDeepfake1M_local/videos_subset_600/train/id00017/iJOjkDq6rW8/00129/real.mp4,real.mp4,real,1.912,success
AVDeepfake1M_local/videos_subset_600/train/id00017/kN2iEvnTHc4/00131/real.mp4,real.mp4,real,1.818,success
AVDeepfake1M_local/videos_subset_600/train/id00017/kN2iEvnTHc4/00133/real.mp4,real.mp4,real,1.531,success
AVDeepfake1M_local/videos_subset_600/train/id00017/kN2iEvnTHc4/00135/real.mp4,real.mp4,real,1.791,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00140/real.mp4,real.mp4,real,1.718,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00141/real.mp4,real.mp4,real,2.1,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00143/real.mp4,real.mp4,real,1.795,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00145/real.mp4,real.mp4,real,2.876,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00146/real.mp4,real.mp4,real,1.916,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00151/real.mp4,real.mp4,real,2.196,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00152/real.mp4,real.mp4,real,1.797,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00155/real.mp4,real.mp4,real,1.638,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00157/real.mp4,real.mp4,real,2.272,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00159/real.mp4,real.mp4,real,1.379,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00160/real.mp4,real.mp4,real,1.92,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00161/real.mp4,real.mp4,real,1.738,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00163/real.mp4,real.mp4,real,1.288,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lZf1RB6l5Gs/00164/real.mp4,real.mp4,real,1.988,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00169/real.mp4,real.mp4,real,2.001,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00170/real.mp4,real.mp4,real,1.969,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00171/real.mp4,real.mp4,real,1.813,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00173/real.mp4,real.mp4,real,1.325,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00174/real.mp4,real.mp4,real,1.421,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00176/real.mp4,real.mp4,real,1.175,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00177/real.mp4,real.mp4,real,1.086,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00178/real.mp4,real.mp4,real,1.337,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00179/real.mp4,real.mp4,real,2.108,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00180/real.mp4,real.mp4,real,1.433,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00181/real.mp4,real.mp4,real,1.729,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00182/real.mp4,real.mp4,real,1.778,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00183/real.mp4,real.mp4,real,1.739,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00184/real.mp4,real.mp4,real,1.849,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00185/real.mp4,real.mp4,real,1.898,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00186/real.mp4,real.mp4,real,1.614,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00187/real.mp4,real.mp4,real,1.814,success
AVDeepfake1M_local/videos_subset_600/train/id00017/lvX8diWgriA/00188/real.mp4,real.mp4,real,1.216,success
AVDeepfake1M_local/videos_subset_600/train/id00017/tIpW24N_Ysk/00194/real.mp4,real.mp4,real,1.657,success
AVDeepfake1M_local/videos_subset_600/train/id00017/tIpW24N_Ysk/00195/real.mp4,real.mp4,real,1.495,success
AVDeepfake1M_local/videos_subset_600/train/id00017/tIpW24N_Ysk/00197/real.mp4,real.mp4,real,1.498,success
AVDeepfake1M_local/videos_subset_600/train/id00017/wrB-yyERH2s/00199/real.mp4,real.mp4,real,1.356,success
AVDeepfake1M_local/videos_subset_600/train/id00017/wrB-yyERH2s/00201/real.mp4,real.mp4,real,1.093,success
AVDeepfake1M_local/videos_subset_600/train/id00017/wrB-yyERH2s/00202/real.mp4,real.mp4,real,1.555,success
AVDeepfake1M_local/videos_subset_600/train/id00017/wrB-yyERH2s/00203/real.mp4,real.mp4,real,1.493,success
AVDeepfake1M_local/videos_subset_600/train/id00018/5BVBfpfzjIk/00009/real.mp4,real.mp4,real,1.754,success
AVDeepfake1M_local/videos_subset_600/train/id00018/tZStiZYpjhI/00190/real.mp4,real.mp4,real,2.683,success
AVDeepfake1M_local/videos_subset_600/train/id00018/tZStiZYpjhI/00192/real.mp4,real.mp4,real,2.497,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00001/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.37,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00002/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.318,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00003/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.475,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00004/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,2.412,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00006/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.787,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00007/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.465,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00010/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.301,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00012/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.314,success
AVDeepfake1M_local/videos_subset_600/train/id00012/21Uxsk56VDQ/00014/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.554,success
AVDeepfake1M_local/videos_subset_600/train/id00012/2DLq_Kkc1r8/00017/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.505,success
AVDeepfake1M_local/videos_subset_600/train/id00012/2DLq_Kkc1r8/00018/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.2,success
AVDeepfake1M_local/videos_subset_600/train/id00012/C_FAL9gv8bo/00020/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.203,success
AVDeepfake1M_local/videos_subset_600/train/id00012/C_FAL9gv8bo/00023/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.232,success
AVDeepfake1M_local/videos_subset_600/train/id00012/C_FAL9gv8bo/00024/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.537,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00033/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.72,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00035/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.454,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00037/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.794,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00038/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,2.037,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00039/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.418,success
AVDeepfake1M_local/videos_subset_600/train/id00012/Gf-KDRnkBw8/00041/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,fake_video_fake_audio,1.171,success
